model_name,chunk_size,delta,noise,ground_threshold,min_support_per_class,precision,recall,f1
openai_gpt-oss-120b,500,0.03,0.03,2,3,0.4166666666666667,0.2777777777777778,0.33333333333333337
openai_gpt-oss-120b,500,0.03,0.03,3,3,0.6666666666666666,0.1111111111111111,0.1904761904761905
openai_gpt-oss-120b,500,0.03,0.03,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.03,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.03,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.03,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.03,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.03,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.03,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,1,3,0.6111111111111112,0.6111111111111112,0.6111111111111112
openai_gpt-oss-120b,500,0.03,0.04,2,3,0.36363636363636365,0.2222222222222222,0.27586206896551724
openai_gpt-oss-120b,500,0.03,0.04,3,3,0.5,0.05555555555555555,0.09999999999999999
openai_gpt-oss-120b,500,0.03,0.04,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.04,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,1,3,0.5333333333333333,0.4444444444444444,0.4848484848484848
openai_gpt-oss-120b,500,0.03,0.05,2,3,0.4444444444444444,0.2222222222222222,0.2962962962962963
openai_gpt-oss-120b,500,0.03,0.05,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.05,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,1,3,0.5,0.3333333333333333,0.4
openai_gpt-oss-120b,500,0.03,0.06,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.06,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,1,3,0.45454545454545453,0.2777777777777778,0.3448275862068966
openai_gpt-oss-120b,500,0.03,0.07,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.07,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,1,3,0.4444444444444444,0.2222222222222222,0.2962962962962963
openai_gpt-oss-120b,500,0.03,0.08,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.08,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,1,3,0.3333333333333333,0.1111111111111111,0.16666666666666666
openai_gpt-oss-120b,500,0.03,0.09,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.09,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,1,3,0.25,0.05555555555555555,0.0909090909090909
openai_gpt-oss-120b,500,0.03,0.1,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.03,0.1,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,1,3,0.56,0.7777777777777778,0.6511627906976745
openai_gpt-oss-120b,500,0.04,0.01,2,3,0.5555555555555556,0.5555555555555556,0.5555555555555556
openai_gpt-oss-120b,500,0.04,0.01,3,3,0.75,0.16666666666666666,0.27272727272727276
openai_gpt-oss-120b,500,0.04,0.01,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.01,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,1,3,0.5714285714285714,0.6666666666666666,0.6153846153846153
openai_gpt-oss-120b,500,0.04,0.02,2,3,0.5,0.3888888888888889,0.43750000000000006
openai_gpt-oss-120b,500,0.04,0.02,3,3,0.75,0.16666666666666666,0.27272727272727276
openai_gpt-oss-120b,500,0.04,0.02,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.02,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,1,3,0.5714285714285714,0.6666666666666666,0.6153846153846153
openai_gpt-oss-120b,500,0.04,0.03,2,3,0.4166666666666667,0.2777777777777778,0.33333333333333337
openai_gpt-oss-120b,500,0.04,0.03,3,3,0.6666666666666666,0.1111111111111111,0.1904761904761905
openai_gpt-oss-120b,500,0.04,0.03,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.03,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,1,3,0.6111111111111112,0.6111111111111112,0.6111111111111112
openai_gpt-oss-120b,500,0.04,0.04,2,3,0.36363636363636365,0.2222222222222222,0.27586206896551724
openai_gpt-oss-120b,500,0.04,0.04,3,3,0.5,0.05555555555555555,0.09999999999999999
openai_gpt-oss-120b,500,0.04,0.04,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.04,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,1,3,0.5333333333333333,0.4444444444444444,0.4848484848484848
openai_gpt-oss-120b,500,0.04,0.05,2,3,0.4444444444444444,0.2222222222222222,0.2962962962962963
openai_gpt-oss-120b,500,0.04,0.05,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.05,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,1,3,0.5,0.3333333333333333,0.4
openai_gpt-oss-120b,500,0.04,0.06,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.06,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,1,3,0.45454545454545453,0.2777777777777778,0.3448275862068966
openai_gpt-oss-120b,500,0.04,0.07,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.07,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,1,3,0.4444444444444444,0.2222222222222222,0.2962962962962963
openai_gpt-oss-120b,500,0.04,0.08,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.08,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,1,3,0.3333333333333333,0.1111111111111111,0.16666666666666666
openai_gpt-oss-120b,500,0.04,0.09,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.09,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,1,3,0.25,0.05555555555555555,0.0909090909090909
openai_gpt-oss-120b,500,0.04,0.1,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.04,0.1,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,1,3,0.5833333333333334,0.7777777777777778,0.6666666666666666
openai_gpt-oss-120b,500,0.05,0.01,2,3,0.8,0.2222222222222222,0.3478260869565218
openai_gpt-oss-120b,500,0.05,0.01,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.01,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,1,3,0.6,0.6666666666666666,0.631578947368421
openai_gpt-oss-120b,500,0.05,0.02,2,3,0.75,0.16666666666666666,0.27272727272727276
openai_gpt-oss-120b,500,0.05,0.02,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.02,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,1,3,0.6,0.6666666666666666,0.631578947368421
openai_gpt-oss-120b,500,0.05,0.03,2,3,0.75,0.16666666666666666,0.27272727272727276
openai_gpt-oss-120b,500,0.05,0.03,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.03,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,1,3,0.6111111111111112,0.6111111111111112,0.6111111111111112
openai_gpt-oss-120b,500,0.05,0.04,2,3,0.5,0.05555555555555555,0.09999999999999999
openai_gpt-oss-120b,500,0.05,0.04,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.04,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,1,3,0.5714285714285714,0.4444444444444444,0.5
openai_gpt-oss-120b,500,0.05,0.05,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.05,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,1,3,0.45454545454545453,0.2777777777777778,0.3448275862068966
openai_gpt-oss-120b,500,0.05,0.06,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.06,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,1,3,0.4,0.2222222222222222,0.2857142857142857
openai_gpt-oss-120b,500,0.05,0.07,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.07,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,1,3,0.375,0.16666666666666666,0.23076923076923078
openai_gpt-oss-120b,500,0.05,0.08,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.08,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,1,3,0.3333333333333333,0.1111111111111111,0.16666666666666666
openai_gpt-oss-120b,500,0.05,0.09,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.09,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,1,3,0.25,0.05555555555555555,0.0909090909090909
openai_gpt-oss-120b,500,0.05,0.1,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.05,0.1,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,1,3,0.5833333333333334,0.7777777777777778,0.6666666666666666
openai_gpt-oss-120b,500,0.06,0.01,2,3,0.8,0.2222222222222222,0.3478260869565218
openai_gpt-oss-120b,500,0.06,0.01,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.01,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,1,3,0.6,0.6666666666666666,0.631578947368421
openai_gpt-oss-120b,500,0.06,0.02,2,3,0.75,0.16666666666666666,0.27272727272727276
openai_gpt-oss-120b,500,0.06,0.02,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.02,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,1,3,0.6,0.6666666666666666,0.631578947368421
openai_gpt-oss-120b,500,0.06,0.03,2,3,0.75,0.16666666666666666,0.27272727272727276
openai_gpt-oss-120b,500,0.06,0.03,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.03,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,1,3,0.6111111111111112,0.6111111111111112,0.6111111111111112
openai_gpt-oss-120b,500,0.06,0.04,2,3,0.5,0.05555555555555555,0.09999999999999999
openai_gpt-oss-120b,500,0.06,0.04,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.04,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,1,3,0.5714285714285714,0.4444444444444444,0.5
openai_gpt-oss-120b,500,0.06,0.05,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.05,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,1,3,0.45454545454545453,0.2777777777777778,0.3448275862068966
openai_gpt-oss-120b,500,0.06,0.06,2,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,3,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,4,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,5,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,6,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,7,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,8,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,9,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.06,10,3,0.0,0.0,0.0
openai_gpt-oss-120b,500,0.06,0.07,1,3,0.4,0.2222222222222222,0.2857142857142857
